,code
2496,002363
2497,002406
2498,002434
2499,002454
2500,002488
2501,002510
2502,002536
2503,002555
2504,002590
2505,002593
2506,002594
2507,002602
2508,002607
2509,002625
2510,002662
2511,002703
2512,002708
2513,002715
2514,002725
2515,300100
2516,300176
2517,300258
2518,300304
2519,300375
2520,300432
2521,600337
2522,600978
2523,603008
2524,603600
2525,603818
2526,603898
2527,000910
2528,002084
2529,002120
2530,002240
2531,002259
2532,002489
2533,002572
2534,002631
2535,002718
2536,002751
2537,600096
2538,600226
2539,600227
2540,600230
2541,600389
2542,600423
2543,600426
2544,600470
2545,600486
2546,600538
2547,600596
2548,600691
2549,600727
2550,600731
2551,600796
2552,600803
2553,603599
2554,000155
2555,000422
2556,000525
2557,000553
2558,000731
2559,000792
2560,000830
2561,000902
2562,000912
2563,000950
2564,000953
2565,002004
2566,002018
2567,002113
2568,002170
2569,002215
2570,002258
2571,002274
2572,002391
2573,002470
2574,002496
2575,002513
2576,002538
2577,002539
2578,002588
2579,002734
2580,002749
2581,300261
2582,600054
2583,600138
2584,600258
2585,600358
2586,600555
2587,600593
2588,600640
2589,600706
2590,600749
2591,600754
2592,601007
2593,601888
2594,603099
2595,603199
2596,603869
2597,000007
2598,000069
2599,000428
2600,000430
2601,000524
2602,000610
2603,000613
2604,000721
2605,000802
2606,000888
2607,000978
2608,002033
2609,002059
2610,002159
2611,002186
2612,002306
2613,002558
2614,002707
2615,300144
2616,300178
2617,600217
2618,600318
2619,600425
2620,600449
2621,600539
2622,600585
2623,600668
2624,600678
2625,600720
2626,600801
2627,600802
2628,600881
2629,600883
2630,601992
2631,000401
2632,000546
2633,000672
2634,000789
2635,000877
2636,000885
2637,000935
2638,002233
2639,002302
2640,002346
2641,002619
2642,600058
2643,600120
2644,600128
2645,600153
2646,600241
2647,600247
2648,600250
2649,600278
2650,600287
2651,600382
2652,600500
2653,600605
2654,600704
2655,600739
2656,600755
2657,600822
2658,600826
2659,600981
2660,000151
2661,000626
2662,002091
2663,600099
2664,600877
2665,601777
2666,603766
2667,000913
2668,001696
2669,600210
2670,600836
2671,600880
2672,601515
2673,603729
2674,000659
2675,000673
2676,000812
2677,002117
2678,002191
2679,002228
2680,002229
2681,002374
2682,002400
2683,002599
2684,002701
2685,002752
2686,300057
2687,300058
2688,300071
2689,600060
2690,600261
2691,600336
2692,600690
2693,600839
2694,600854
2695,600870
2696,600983
2697,603366
2698,603519
2699,000016
2700,000100
2701,000333
2702,000418
2703,000521
2704,000533
2705,000541
2706,000651
2707,000921
2708,002005
2709,002032
2710,002035
2711,002076
2712,002242
2713,002260
2714,002290
2715,002403
2716,002429
2717,002473
2718,002508
2719,002543
2720,002668
2721,002677
2722,002681
2723,002705
2724,002723
